customer_id,age,continent,price,order_id
2f1578f8a1af4a858bfc1e0700cdb70e,84,Europe,337.93,efc018fdbb054e33acfab4b4086c9fa3
6040c8418e2d40eb9232b25d85d06385,80,Africa,472.2,a5836d5bc7c24f0aa025a2dd1143d197
02a2ba282d764dfc93a18c981fedda20,38,Asia,355.85,17fb52ebfab2407bad039574e3e9688c
ba25f82fd8ec4eea9aac684e664c3c41,54,North America,,8c6a697f4c4f46708fe68121a4f8a286
fa77addee8684822a86e6a78b2685152,79,Europe,150.04,a55440b88a534a76b678720698899fc5
4afbb441ff7149abaa69814e384645eb,45,Europe,267.71,404b81db602d4a6ba2ffdcf244328f51
5b85180a3bcb4d54b4e120eadb548bb8,57,Europe,205.14,0d388e1ca6a945e9a265f892afc4b0c2
b0babb39cebd46c3855f0d1974a3e0fd,30,Africa,324.93,4628720d899849d08a6415876b0df270
cf4e2f000d32436a99b2b5d1397600b4,73,Asia,127.79,2bffd77a9eeb42baa792c03cb1abf271
af9425b67a0847ed9cad78a00c826c47,38,Asia,281.8,a4794a81a2c64749b3d1276125454feb
fde42fdcb4f643969afd1e8ef871ebc4,53,Asia,491.67,caebc8c736dd4cab9f4cbbb33dfb971a
b43c847cb19a4a078f6eda04eb09c439,63,Asia,404.27,b3b28719314043b3ae5f56670a362499
aa4adfd9f5194f39a04fda080fe5fa36,43,Asia,486.3,8b4952e1897d42be92a2e44f4991a86c
582e31fa058d450cb49d84968997ecb7,34,South America,258.36,c19a8fa1267a41d8991de7ec759cba4c
cd88a3bb32c4498e8cf2d750aeb881a5,20,Europe,107.67,b9ee47734e224a349143e30307d52c75
d3cc2cdab3fc40cfa787bd98100490cb,38,North America,185.54,32916a89523c408a9c790beb1bf830a4
499a62f98dda4eada9270927dbb2b3b6,80,Europe,459.58,59c129dbcbfe4d58bef7b19d13cd1a3c
2d4f8ec584724131a7bf91e6caa7a52b,39,North America,,8e7a612942c34c8c8fa834c08cb04737
e816865c41e74f73b9942099b59fc52c,71,Australia,276.55,fa8dbdfe553f49ccbcc4070340631f8f
97f74134465547e0b58f39c93a208b9b,55,Europe,,e619d14a634c4fde8c79fd0f691c5140
c212001375fc4fa59e9b27d2b45800f6,51,North America,126.59,3dd43b76528c48b499f0b6cfe0784e08
70ea80366b4e4801908c8366144c8057,39,Australia,339.96,1189fcefbe64430c87117c96d5ffd7de
249464964f4a4d859d723600f5b9ac75,83,South America,329.5,a4687e9c0b3c4833924cf435fb8e01bf
f733d7411cac4c2dbf985f4c43111ea2,74,Australia,63.31,88a9b4dcc1944a97b44e5935c57615ba
f0ee2cc61b0048c699d6410954dc97af,27,Australia,71.77,5e68a418bb2c449bb9d1adbeae765e11
033fea6f13f449c7a084081bba496785,36,Australia,392.93,29f21a8fe8f04810a5ed9cbdb14726fb
46c4edef9d8f43fb812f4d85345b672c,30,Asia,339.4,ed49989ef2924cada06b0f37efbcf3ed
3b11abe1c95a4ae98950e0ee4220a194,62,Australia,268.81,c28eca91a6994cbebc5a9384b8481e5e
c7297de5f8f140febb8f701ea6d8c18a,73,Asia,450.78,13bdfae2b2094bacbde962688f14131f
f01ab7c418aa47e8b6dfa77028723802,63,Europe,,d7c3a809a5d048798cba651f34648f49
7f7d495be6724f53b4e284871c1a57e8,22,Europe,398.01,7dae5882500e4fe99a41e95623a7c0ac
2f394127570243b8bb740917819632ae,27,Asia,167.54,f5ab2d44b32f46beb39753c067cd4608
a5043e83d26e47ed9153bf7b593b9ddd,61,North America,,663f0d9306a74fc98948d6cd02f23319
35a6c211c12942e282a07b51182a99a7,83,Asia,373.21,383ede9a98af4c3d9ac0e023c272c575
06b69c013bd5484d916362ec52638525,26,North America,394.82,e1617c6331344a8782f2f264becb44bd
ffb228d1c8c0457e909122abf4524f67,23,South America,384.58,77bc77da7ef7420fad3fe1f12815f6d3
9f9b7bc274b646fbb1ee4fb57f3be701,33,Africa,272.14,f87d4d8917c8489caacd26d6bb3d113a
9449b89e1171471f89cff235133a00c9,48,Asia,283.9,fbbabfb72be34989972473eb1e2089a1
5a83255c3da94ccd8630229fa8e2b861,47,Europe,434.9,3ba76f63e990450c927287233ad64ab2
3e2d8a2990784d53b9904dd2b4add02f,37,South America,59.05,1b528414c64f4178aa09ff8aa5b33647
3e1c08842fa347eda7fa4a4c0059f0c3,80,Australia,193.9,add80f0527434beca6083027763d255c
55773443364d417a9c8749eb41e08a9f,30,North America,146.04,84b48e72e3f74ab2bdee44d8930622aa
affaf9ebc3e24de69edc220af837e725,54,Asia,334.45,a7aba9e950ed4a699c226923fe0b0f8a
63c15ad44fdd4ad29bba757787ca9939,20,Europe,441.55,7d8b89f2902b464f92e4e8e3fb16c5d2
4fe052350cfe4507b269f730903df825,80,Europe,364.73,44d636b99b2d4828baa36c2a66885e56
01ca4728361a4c428df3e75cf1b42c91,39,Asia,137.13,709c01c67b004adeba27ee5b457aef73
584f02510ae246bab909a0924e3cada3,34,South America,215.54,41e632f0e8214e81becf4550003b5681
b7ab2308fa29432aa0e229a994e1b83b,67,North America,,02dbd03fcc794101bc4369b71f35d152
84d325c3b9654f0fa7b24c57ff22acb9,19,Africa,482.17,c8a840c813f942698c974cb70656c29f
0994ee26730e41dabb3290c4bb0d10f4,69,Africa,271.93,f9d55e1de45d41f48dfb735ff343cf37
a6d2271a3ef940d2824adb419ddd5145,51,Africa,301.95,b0c0548f3455440cbc762842ccf0bdce
12f0bfe3f9ae439ca0cb7686f35202bf,38,Asia,82.13,3aeedcbda7d2457f8514bec2c0576fbf
5eab55b69c044fd3b2b2b5eb1feea1a8,44,Asia,214.85,f93fe7624e0c437b9acbfa29bf196174
65a8a3ded1064e508d5fe9d4a06a8895,35,Africa,311.22,d828703f14b646028757814e00f36443
fb767d865ac345ba99c45816feb30f0c,39,South America,381.12,e1697ae921e34806a7a9739d67664df7
7a8beab8392b40e49dbc88e2dfbd3287,56,North America,426.53,728afcb1284b4515b8d1ac8d1dd65db1
667c109747d8479ab5da2d91a9a0c32d,22,Asia,239.51,92d1a6b22abf40939d7691801fb5005c
c6d898fb4c9b4c14af99933079a1d167,47,Europe,230.44,825a2109136845279eab907f26667d5d
5cbd4935ffe54b8abc63a4cfbd397c10,32,Europe,244.51,4c976b4ecb244c36a433f5d434318717
396d69666e3849faa43782fcf5bfb716,57,South America,205.28,d60eb50752a046b2a7d1a293db4b9508
c780e4f2cd7a43c98a33a85c884250e4,18,North America,,d66e9573944f48be81c9178e28e00f8a
29273708f6d24546b0758f605443d960,56,South America,147.37,28c2b10b09f64b93ba415106945d8424
6cc445f06d5d4b2a89bd25af7bf8b5af,54,Australia,450.74,b92fb7632afb4e78856890634b2ff9d6
7810df7ce1b64d6da191d75d675db7d4,28,South America,197.14,d79edbdeed9749a4ad1efaa6c966e098
c136a4d73290444790eb7773a862671c,46,North America,,8e445ee8594d4de3b4f8154953fd4ef3
122c6bbe9ab747ff9d2ab01a45666aaf,52,Australia,395.95,ec105fe998f242968b76388783b03f3d
9045ec6ad15742a49bf91ce684a8c97a,42,Europe,126.1,ef82722a495146a2bb1464801c3be780
85ac2cf8921a41579b9d055ee2b7d820,36,Australia,464.13,4e645b82488342d7996f62d495dd12f5
dbe5dc388b3946bbbe13c14b5247b435,60,South America,79.12,d7668b6a4b6949338a7f1ee84b0eca8d
f7295b6be48f4bfb89228cf94edb451c,74,Europe,149.05,370da0bc0b03498bb9109ff98b63c4cc
900753510cd542069f2d15354ec5b1ce,70,Australia,474.94,33f2186e65ba45f1913a77d229dbc656
7964037101054cf3b20760fa2642dc5e,64,Europe,,6ff9f3d319f94e4a83a44c84c2e5ff4b
871da4034b3c481e8ca799c5cc53f6b1,42,Asia,140.07,9356dfc300ee47ed8624c873e3ec2ef1
a29cc71be6394ecebf6fc1aabb03f5d9,24,South America,91.34,b347103facb44e7a8d89078931ae142d
b8f8b146ebfc45ae9f8296f2cd352c97,73,Asia,203.95,a126a04d51924d8dba266e387081a36f
e7c51b8332364c559e391dbe8edadd76,51,Asia,320.48,aee3bc5b55544eb795a48c115283b155
fb078784216f46e6b56de333974f6f43,55,South America,400.79,329c2b9702fc4c31817beccad41fc820
05f3c13596854d58bd6a6e244bdd4c38,53,Africa,169.94,32c4028aed474dcf8b56a46758057e6f
e7c8c4d6e6f74759b3d5354282d63aad,24,Asia,67.88,a8ffe2a2e8fd4990bbcaf600d7c24952
3da0be1906564de4ba158ac55b216ab0,70,Asia,327.71,31b297a1a308484993dbc9ebeb180541
0c19b61a051747e387eefe69a6e118c2,65,Australia,232.76,f4cfaa9963554df99c5b7806eefd2969
0912383b2ab84b27869095083e7b34fe,21,Asia,177.99,b72890d7d8c54304bfe07bba1b932d50
06619ed52e8240cea9d48608b188c5ec,76,Australia,377.77,e074f08975a24395be9934d43e4407d2
4cfdc962134b40d7aad19d3869d81363,43,North America,80.83,c7d63aa2e28c4b98b4b550b719a858d8
7b44164151f34d26bb5e05f033f3fafe,55,North America,195.0,bc64386efb1e42aeb6366f7936fdb55c
779719d3d745425195164fc5d546162e,65,Europe,190.94,d80da210586446c98004da025d3ccd8a
b25f2672325c4da6b2f1ca59e41c0303,45,Europe,219.46,59d21d83cc6d4574869590d39c2606f5
c8c7df8f958a465dbcdbe35f388cf2c7,78,Asia,388.39,36d3fa96b7d449fe947043a859c97917
8364e6626ca6412fa62836178fe2823c,37,Africa,242.71,70d0a64f24a14f2ea802bf3712f5190b
0a81b4ab30ee419f88df7bb659fbf3e0,43,Africa,201.22,d346256e43e24edcb8da5714423ca9a0
55ad0a03511e42c68ec85ab3e04185ed,36,North America,,b8d2bea2bbff4b20b55de61ed32244e0
87aee7de809445b4841c7e0df82a51a7,18,South America,466.05,e2aed6b037fe422bbf0b278eeed94261
b97bd43fa1b64d29885a0eb98b27b56f,31,South America,341.27,4dc81051c949490e9185e0e20447b7af
33134974f0a44b2982a7544a22a839e4,33,North America,436.67,282ec60d853840bd95867f29662d91b4
64c5091e458e4b7088e8a38a6293df79,84,Africa,350.22,9460e76211504a739f7187dc79ea2f20
db0ece80d5f14e2f9047b8895f77ccbb,58,Asia,109.66,c773911caa004600ad564b135e940a18
5ae79d8c469141d0940c103c85b65e2b,33,Europe,363.95,1f749ed2a96345c4ba2b5a2afeeb39d3
0c7ef0cd5a3d4a71934b61c7b066a196,50,Europe,,2dc5d73e8de840c4bdf89057fc4fc268
10ccf37ede49449eb4226dc44b1fe4cd,45,Australia,152.55,7a42a1d0847149c6893cbb31a8dc3491
8a098b325f464683af53b6529f625906,80,Asia,393.78,ea156ba1b3f44e7ba3a3c702c70c6ae1
2a87eeb078394925b4c4b8c9b1a87ea2,45,Asia,352.18,b67a1c9997bd4ca4ad67ad709c14f09c
c7856d9d40404569840b61c6713ed026,31,Europe,133.06,d97ab073152b453c8513a1aaf15f55a0
a348af0fc6ce463182506cc3e5f72f5c,42,North America,202.23,1b4b1f19db3d42cebb842dbcaa82378f
3415381069c742cd8505bf8bf55934d2,75,Australia,232.69,c38f6255cea44450a9cdcf659f6d4abe
17c0f5e897634820994eb5f28e862876,68,South America,174.24,ab6bcc5c6832421f881a3f142c9936b5
c0088739d533450b8cd9a18d3122481d,28,Europe,251.71,5c9c9cf657d340b68f8a5ca41c0512ed
3c0e7f0fb11a4b77a54fa984db71d494,62,Asia,462.79,defe57d131914259a2a38d0d6e93e18c
58969028866b400babdcd6971afd6212,20,Asia,,ad98930596964a3f8ca5d531e738f718
88b0687055ee47a58735b2f356f7bde4,20,Australia,,7c7c620cc6434fbb9fb92299387b88fa
cbb3a33821d54800b760b18559888364,24,Europe,185.63,f7f1bf1000934246ac7a7c2ffe98cbdb
e5bd2aa777e945a98a171f60ff7eb3d4,37,South America,296.38,37548adb6b774e458da7033eb550a1a6
cca45ab930f749b59adfc3d3c13ccf78,45,Australia,56.38,700b0a349fbd450f84e6ea2d19ae9b03
d229d9c8c5604de0b81975b99f8d304c,55,South America,209.78,adb7aef68d36464c888a1e318d4e793d
8f2d798e685c455cb502815ef20f1a8c,18,Australia,372.86,4ecbf0548fb2407c81367899eb64fb7e
a6e2585418084666a39dffa55e1e919d,22,Europe,196.49,704627a7e2584c138a36eb6264503b81
cf0b17dea4104560a4fa545d9035895b,63,North America,354.69,762b0fe7c8574265ab62ade81b324187
17387bfe32f9436ba71d0e8c7889e76d,76,North America,136.0,4573ec944c544839b423d20357d06db6
113b9265409149e28d988c3621ad9173,56,Europe,340.81,45630efb5f894786a0e3c6e267331209
1643566a07754ad494eaa9775d1e87f5,36,North America,,09407372ec004e53ba486308e7730ebf
46a5ae992acd43f48c511f629919b70a,24,Asia,243.15,a770d6cd97384e7f816afc442b8e8fe6
30c08f178cb6412fa6eddddcdfad9689,65,South America,,7264041cb23049509d10e6704c44f794
8b0c141d5f204aa3b9f8a254b56a6280,81,South America,310.88,bde24f30fc6a461081fa208aad5bc5e7
53a6c120f7f34d2f9c50798818386016,37,Europe,226.92,6d8828084c9f45c8936209223fb80b46
ef3b73a6d0d647928ffea9baf829f582,41,North America,140.56,983c10249afd4981a2795e6e368d5fff
8e5f1c202fbf43909b42360d2ccd9469,36,Europe,161.02,8119847d1f8e45b39553e9a88b6e62c5
237e9941da1942a799c928f5f7b62c1f,27,North America,183.7,0ce91e38dc874977a9d50ae2a097a28e
d9bf53209ce04e549b3ffeb54d88f18a,41,Africa,462.16,f47261437dfd4f9b8106d5dfccf9a18a
c9d3abaf41714dee8f188c6d3dd4acbf,44,Europe,167.73,2dc1f2b60eb543bb9999d30eefe13264
57ad91c72b7c4d0b8f90f0afb4a009f9,22,Asia,470.2,4389eb2f83614e43b94d28f508a261de
ac64d97c2f094f23a1ba3b57bc86d4db,31,Asia,287.55,d0f4979553e744dda9a52ebc6df62e4c
f5e1163d40b8476993c1077f7d66f39c,22,Africa,124.62,204618d225ff4626bea5ad698d0bf99f
7ca5bf10f3b342ec87c517141b08af08,27,Australia,69.62,622d882ee30144859ed79a57faa30536
8b5d5d00d64a4102b77430b0a9dec9f5,81,Asia,,dcdf0dfa91604077a09f6a839fdc6831
b457f7d92d7440a6b064335e7bbd3c0b,65,Europe,260.26,58198e7a3f25402c8881f047345f19a4
14811b899a3c4434981c9f377cf5de46,54,Europe,498.84,695e1bd1bea04e2584536d6f0ffb5da9
69d0e542e70e46d3add4784483bd99fc,33,South America,91.97,c0547de3f00743c6b911d45179922b5a
d32c9385834a4170a0232c6d1e72014e,51,Asia,,c369b6a6b74f4dbc81001ed96e981479
9635b763d5584ec9b81b299453a86a4d,18,Australia,138.8,16af967d08744b4588a3816e5d33d657
3d4a98d786bd4899b992b74bf1f2e782,69,Europe,227.81,b5c80101e6a34f5192869ed72ff9f432
11b24e65270f424a9a5c528456d2dfca,58,South America,,a9834499c0ca4592b62bde2fe852c180
b6c2def2e81e4b72a4d073151232cef6,56,Europe,283.55,0b88931972c64637bbf6ce697b582b7c
2987b2b0782940db867c9f2ca886a658,37,Europe,383.41,f7682fd986af4da6bdebf8b97146be2a
c157a62110b34c57bd216048de9fe91f,46,North America,439.21,252b3c7df1574b948d1b0a778aac59fb
c1733254b76d467abc74d0c801249848,66,Australia,166.95,40d219dd3a5245b5af53115e7d74c224
1b763429bd6d4702904e0e3c8091082e,55,Australia,325.44,118fb289fe704f7ab3ec36c30ad7bb4d
a75b940710c64dc1adf7af37d7387561,74,North America,211.32,f4e54f4ab9ef42cf95fabfaf7763a79a
814518e9d7204d0a87edfcbd12d3e74a,60,Australia,145.58,6a6cdf189d834b3cba857fbe5e812ae9
360aac80aeed44fcbf84b8b89a3976f7,20,South America,68.24,e94d3da568ac4b93a112e8b6071eceb0
87f2088d984c4683b49695c262da0ce9,27,Africa,178.4,6b7f91a61f7b4778a18351c5b4a91293
4b7c467f0515420e8fb948bce5da61f8,23,North America,318.15,ea0d0147ee7b4e6e915b0fa7cdbbf287
62cc7acc28a1440fb95903a2509bb3f6,26,North America,,579855626930417086baa51f3e0785e4
c17bb642c4f44317b7ea1ff8d52d3c78,79,Africa,312.36,9cac119b92d545a5abe9b206fc1a9018
9fa08de05e4c4070963e09def64edc7a,20,Australia,136.82,644e035e47344f4694c69599c12ac3d2
67fba0171df24c6280cdd2f165bb2427,83,South America,76.88,b91df36a5e194620bea8549e6e0f2468
1e6e9ea602f44816b73d48499577656e,60,Asia,193.1,71fe1e54539d4594bd397515ffafd03e
c02bade138e340c1a22a204ee2fbdd7f,83,Asia,,46a0a246f7bf43c896797946e6e6d3ae
498a44cbab3b4d1fa440d66549fa3023,22,Asia,307.42,ccc2f12f8d69406480310031ea833d1a
b6f50e03dd614827a55e6663f9f49302,79,Australia,298.55,daf6d211337c495f847fc08bb23cf24a
60a5240530a140e1bf312f9f821af1c4,24,Europe,,292392935c934032aa60792a68b8ce84
28ef83fbf8e04c659b012114155ea791,50,Africa,395.96,2e90b23d51e54416a48fd52dfc804c66
26367efa7ebd44c59a3661b6662a2783,63,North America,104.24,61d1efb2600f43a39aa556822b86fcff
e3942eab4f6a43789a89d496fb069543,43,Europe,498.67,e3fc90b5ab07425081da6b3e1a17c419
3dd7a2fb8dc84d3bbb8c6cddba7ad5bf,21,Australia,207.37,7b35a792f95c4832876fc94b6f168059
9e39a22f43bc4449b0836f0226618e99,56,North America,441.19,20334114dc2f4983aab09375ec02ac12
1d58658dd52746f5b811ff7a58850ccd,37,Australia,490.13,50ed85b32b254dd2909f6e669922b8ce
687f93b0ac1241bd8a92d3c82561d777,22,Australia,418.77,33ce39e5dad14200af6917f7c9868710
e1c2d5d044554a458583d060ef6712ac,62,Europe,148.04,67bc99c407234e089cd2326706b49316
e170b1ee90584747a48b8149bf46e5c6,79,Australia,,402cd3148e9248a8b81253643acb8d61
01e0eafb020647daa49f90b99e893430,70,Africa,217.53,f6954b3229c047edb740994e6e3a9fb3
ddcc17b65c2c472dad28977ac28d2e42,30,North America,171.83,43e3b80acf4741fba8988ea11335dacf
a54a4be288034430a53f2a90ff4946f6,45,Asia,255.39,ae15d757c61f4710b2f07704adf32ed6
43aa7254280b4e009e24f2688f2f959a,36,Australia,342.34,062778138c0642268e4f5872c71011f5
f8830025f2fa4edcb66513562bf4515c,54,Australia,223.89,cbe49cbf7e384477819dc18677294358
26ee8f50c5f148f28da05907e729a8a7,58,Africa,370.82,8e80176648934dae9f3b05073ffdd396
ffd21b2a9ca447c9a3953d3bf59ff510,49,Australia,121.83,d51624a8eda942deac1c53937342da05
4426b79134b74d8ab5a54bb2c8d84be9,44,South America,187.31,cdbfd62aba61425c8ba616bd0b3d54a2
2d00ffbf01dc488793bb3281a213e812,42,Europe,266.35,2acd743c2a42424bb5d57c58a5175730
b80d4646a6af437b90142ff6e66c01f3,28,South America,450.03,87f473ca891b4732b11e64bdb785286c
57734a10f6a14db8b3f8e715299df194,37,Asia,69.97,437dd8a151ad49d78bcdc2e86ce29a13
972e71e73e774820badaa279c87afa5f,38,South America,337.39,de12207c9a9441b3ae5069607f2c9f87
275b1435eeda43f2ad2a4050c76aa1b1,19,Africa,320.59,8af6a213f069457b84ea2a4ca9ea352c
86497398a0c54090867298c4eb041f84,35,Europe,229.33,99fe368c91704cc797f6cb7b56d8cb19
bc77075b9e7c4288b6c1ab7e4b6139dd,31,Europe,399.42,3884a6ff471c4ff6b42f668a6318a24f
8a2dee6f852d4e4c822388d9fc6d736f,47,Europe,284.15,00ce704e5e4143fd9407a0ab9f06b918
081ecad3d9a644299f1dd4da0b98268d,52,Australia,418.5,ecf53a4d1f6242dfb01ebb62c9d9b24a
2bed4a2a360c4d849cd63897b88858d7,56,Asia,121.47,7cf482c7a30f4b07a7499bbd92557b41
9318d22a97ee4a309ef2a1dd907f03de,71,Europe,293.07,f81674a44c99427cbb97f318106de6c2
722f599b83304fe59d25c597fd21cea7,31,Africa,73.83,b1b232d8b88e4143955e22808904a5fc
a31bb229ff7044f9a204f9bcb1d6603a,46,Australia,157.28,bb7448e9a8674b0e8b47f1282ca10646
5504ab2a67b240838eade0fa81a8bdca,32,North America,,aa2118aadc414418be6900d05071e845
3dfd3970d6554b649a0b629f8db4b608,38,Africa,182.7,4b2cedddfd4a451faf9c88728978be94
8799374ef09941289d4bc670e157d579,68,Africa,216.19,68d7adb9193f40fd9a35ed3fc3eebf5d
750f2d53756c40beb5d9ea2ff5a9efc2,23,Africa,324.43,48ff05b4e25b4b3da9c682b04b7abee7
4a41bf588298437aa5c9f44d0ca538aa,28,South America,399.28,38308c03a68140e0bac2510977a89d58
53a3b686e60e40e4941741a2b3090a45,18,Africa,231.43,41f7e71b108340aa8aa53e4d2f4b9f0c
4d8b2b591a6a4242832e4ccde17f748f,68,Europe,480.19,bf3d85a241e34f3ab4f4c5ee1a00e5f9
148e29687d004a4494bca9409a091d03,20,Europe,195.44,3409061ecdfa4eeba27426944dd7a149
f5113d08d00642d28395365ddc210339,28,Africa,186.75,619123bc1400456e8f969fffd9d306a1
414ab3026a4f469599fa8a4e5d31c160,70,Australia,73.67,788213f0cf104e77a537bb89d764dc84
aeda67ac09ed468085d7e9a11d25e5ec,64,North America,,6c1d3f17fda44b8ea0cb7427dffadf33
3c467eb69a1944359d3d916366423640,67,South America,133.06,c88ed18fea26464b835c49eddea3559f
4a68fa781b8543bebb256618ba5e3d5e,78,Australia,356.7,852a0595e0bb45169ba3d5548dc064f3
b9c23dc15b23481596b97b6de37708ad,60,Asia,151.07,a181b31420574db498e43fd16459f98b
